Purchase_ID,Purchase_Date,Customer_ID,Age_Group,Gender,City,Country,Gift_Category,Gift_Item,Recipient,Unit_Price,Quantity,Total_Revenue,Unit_Cost,Profit,Profit_Margin_%,Payment_Mode,Purchase_Channel,Discount_Percent,Satisfaction_Rating
P0535,2025-12-23,C367,18-25,Female,Jaipur,India,Home Decor,Wall Candles,Spouse,3960,1,3960,2865.69,1094.31,27.63,Cash,Offline,15,5
P0536,2025-12-05,C103,46-55,Male,Indore,India,Toys,Teddy Bear,Family,2005,2,4010,1440.9,1128.2,28.13,Card,Online,0,3
P0537,2025-12-11,C562,46-55,Male,Hyderabad,India,Electronics,Bluetooth Speaker,Friend,1565,2,3130,1125.07,879.86,28.11,Cash,Offline,10,3
P0538,2025-12-13,C954,26-35,Male,Delhi,India,Toys,Remote Car,Spouse,3511,1,3511,2313.83,1197.17,34.1,Cash,Online,0,4
P0539,2025-12-14,C714,36-45,Male,Mumbai,India,Electronics,Wireless Earbuds,Family,1882,1,1882,1242.41,639.59,33.98,UPI,Online,0,5
P0540,2025-12-23,C308,26-35,Female,Hyderabad,India,Food & Sweets,Plum Cake,Sibling,4216,2,8432,2604.55,3222.9,38.22,Card,Online,15,3
P0541,2025-12-14,C911,26-35,Male,Hyderabad,India,Food & Sweets,Chocolate Hamper,Family,2818,1,2818,1867.63,950.37,33.72,UPI,Offline,5,4
P0542,2025-12-05,C992,36-45,Female,Indore,India,Food & Sweets,Dry Fruits Box,Friend,4253,1,4253,2558.38,1694.62,39.85,Cash,Offline,15,5
P0543,2025-12-02,C440,26-35,Female,Pune,India,Food & Sweets,Plum Cake,Spouse,1098,1,1098,750.54,347.46,31.64,Cash,Online,0,4
P0544,2025-12-22,C479,26-35,Male,Surat,India,Food & Sweets,Dry Fruits Box,Friend,3620,2,7240,2702.8,1834.4,25.34,Card,Online,20,4
P0545,2025-12-17,C543,26-35,Female,Mumbai,India,Clothing,Winter Jacket,Family,1580,1,1580,1023.2,556.8,35.24,UPI,Online,15,4
P0546,2025-12-09,C727,36-45,Female,Jaipur,India,Accessories,Handbag,Friend,4023,2,8046,2958.59,2128.82,26.46,Card,Offline,5,5
P0547,2025-12-02,C335,26-35,Male,Kolkata,India,Books,Inspirational Book,Family,4104,1,4104,2578.7,1525.3,37.17,UPI,Offline,15,3
P0548,2025-12-18,C596,46-55,Female,Mumbai,India,Home Decor,Christmas Lights,Friend,4116,2,8232,3080.1,2071.8,25.17,UPI,Offline,0,3
P0549,2025-12-09,C676,26-35,Male,Ahmedabad,India,Books,Diary,Spouse,1979,1,1979,1410.02,568.98,28.75,UPI,Offline,0,3
P0550,2025-12-22,C796,18-25,Female,Pune,India,Books,Diary,Spouse,1272,2,2544,768.15,1007.7,39.61,UPI,Offline,5,3
P0551,2025-12-09,C708,18-25,Female,Delhi,India,Toys,Remote Car,Spouse,4430,2,8860,3075.54,2708.92,30.57,Card,Offline,20,3
P0552,2025-12-24,C172,46-55,Male,Jaipur,India,Electronics,Smart Watch,Family,2817,2,5634,2027.46,1579.08,28.03,UPI,Online,15,3
P0553,2025-12-10,C762,26-35,Male,Hyderabad,India,Toys,Teddy Bear,Sibling,1834,2,3668,1314.84,1038.32,28.31,Card,Offline,20,3
P0554,2025-12-16,C556,46-55,Female,Hyderabad,India,Clothing,Scarf,Spouse,1287,2,2574,871.17,831.66,32.31,Cash,Offline,0,4
P0555,2025-12-03,C141,36-45,Female,Indore,India,Books,Diary,Friend,2026,2,4052,1407.27,1237.46,30.54,Cash,Online,15,5
P0556,2025-12-14,C181,46-55,Female,Bangalore,India,Accessories,Wallet,Friend,4798,1,4798,3088.02,1709.98,35.64,Cash,Offline,5,5
P0557,2025-12-17,C210,46-55,Female,Mumbai,India,Home Decor,Wall Candles,Sibling,890,1,890,656.46,233.54,26.24,Cash,Offline,10,4
P0558,2025-12-22,C573,26-35,Male,Jaipur,India,Food & Sweets,Chocolate Hamper,Self,4624,1,4624,2853.43,1770.57,38.29,UPI,Offline,10,4
P0559,2025-12-09,C449,26-35,Male,Bangalore,India,Food & Sweets,Dry Fruits Box,Self,4227,2,8454,2931.73,2590.54,30.64,Cash,Offline,0,4
P0560,2025-12-06,C771,46-55,Female,Lucknow,India,Food & Sweets,Chocolate Hamper,Sibling,547,2,1094,337.77,418.46,38.25,Cash,Offline,10,5
P0561,2025-12-03,C228,26-35,Male,Chennai,India,Books,Inspirational Book,Self,3455,2,6910,2490.01,1929.98,27.93,UPI,Online,0,3
P0562,2025-12-21,C978,26-35,Male,Hyderabad,India,Home Decor,Decor Tree,Sibling,1689,1,1689,1123.81,565.19,33.46,UPI,Offline,15,3
P0563,2025-12-16,C120,46-55,Male,Chennai,India,Toys,Teddy Bear,Family,1748,2,3496,1301.53,892.94,25.54,Cash,Offline,0,4
P0564,2025-12-24,C692,36-45,Male,Kolkata,India,Toys,Teddy Bear,Sibling,4037,2,8074,2936.08,2201.84,27.27,Card,Offline,5,5
P0565,2025-12-18,C165,36-45,Female,Kolkata,India,Toys,Puzzle Game,Self,655,2,1310,449.63,410.74,31.35,Card,Offline,15,5
P0566,2025-12-16,C452,46-55,Male,Ahmedabad,India,Home Decor,Christmas Lights,Friend,1821,2,3642,1290.96,1060.08,29.11,Cash,Offline,20,5
P0567,2025-12-13,C526,36-45,Female,Bangalore,India,Accessories,Handbag,Spouse,1574,2,3148,1115.1,917.8,29.16,UPI,Offline,0,5
P0568,2025-12-16,C203,46-55,Female,Hyderabad,India,Home Decor,Christmas Lights,Friend,1919,1,1919,1196.4,722.6,37.66,UPI,Online,0,4
P0569,2025-12-17,C132,18-25,Female,Jaipur,India,Clothing,Winter Jacket,Self,1799,1,1799,1302.82,496.18,27.58,Cash,Online,0,5
P0570,2025-12-02,C888,36-45,Male,Lucknow,India,Electronics,Wireless Earbuds,Spouse,2612,2,5224,1874.72,1474.56,28.23,Cash,Online,0,4
P0571,2025-12-20,C900,18-25,Male,Ahmedabad,India,Books,Diary,Self,1408,1,1408,1009.88,398.12,28.28,UPI,Online,5,4
P0572,2025-12-16,C850,18-25,Male,Indore,India,Electronics,Bluetooth Speaker,Family,2893,2,5786,2066.45,1653.1,28.57,Card,Online,0,3
P0573,2025-12-16,C449,36-45,Male,Mumbai,India,Home Decor,Wall Candles,Family,553,1,553,401.05,151.95,27.48,Card,Offline,10,5
P0574,2025-12-05,C921,46-55,Female,Jaipur,India,Accessories,Perfume,Sibling,1741,2,3482,1250.18,981.64,28.19,Cash,Offline,0,4
P0575,2025-12-11,C511,26-35,Female,Delhi,India,Electronics,Smart Watch,Sibling,4738,1,4738,2903.05,1834.95,38.73,UPI,Online,20,3
P0576,2025-12-22,C817,36-45,Female,Pune,India,Accessories,Wallet,Self,4758,2,9516,3154.06,3207.88,33.71,Card,Online,15,4
P0577,2025-12-21,C514,26-35,Female,Mumbai,India,Accessories,Perfume,Self,4959,2,9918,3494.21,2929.58,29.54,Cash,Offline,15,5
P0578,2025-12-17,C665,36-45,Female,Indore,India,Accessories,Wallet,Friend,1532,2,3064,968.32,1127.36,36.79,UPI,Online,20,5
P0579,2025-12-04,C849,18-25,Female,Hyderabad,India,Clothing,Sweater,Spouse,2989,2,5978,2235.9,1506.2,25.2,Card,Online,0,5
P0580,2025-12-08,C924,26-35,Female,Hyderabad,India,Toys,Remote Car,Family,2940,1,2940,1963.84,976.16,33.2,Cash,Online,15,5
P0581,2025-12-07,C942,36-45,Female,Mumbai,India,Accessories,Perfume,Friend,1362,2,2724,922.71,878.58,32.25,Cash,Offline,15,3
P0582,2025-12-15,C179,36-45,Female,Surat,India,Toys,Teddy Bear,Spouse,3980,1,3980,2672.32,1307.68,32.86,Cash,Offline,10,5
P0583,2025-12-16,C849,46-55,Male,Bangalore,India,Home Decor,Decor Tree,Spouse,3968,2,7936,2790.9,2354.2,29.66,UPI,Offline,15,3
P0584,2025-12-15,C584,18-25,Male,Ahmedabad,India,Accessories,Wallet,Family,4834,1,4834,3403.96,1430.04,29.58,UPI,Offline,0,3
P0585,2025-12-04,C480,36-45,Female,Hyderabad,India,Clothing,Scarf,Family,2872,1,2872,1948.41,923.59,32.16,Card,Online,5,3
P0586,2025-12-10,C390,26-35,Male,Lucknow,India,Books,Inspirational Book,Sibling,3955,1,3955,2928.77,1026.23,25.95,UPI,Online,20,4
P0587,2025-12-19,C563,36-45,Female,Kolkata,India,Toys,Teddy Bear,Spouse,3920,2,7840,2688.96,2462.08,31.4,UPI,Online,20,5
P0588,2025-12-11,C191,46-55,Female,Chennai,India,Home Decor,Wall Candles,Sibling,4178,1,4178,3049.74,1128.26,27.0,Card,Online,15,5
P0589,2025-12-19,C745,36-45,Male,Indore,India,Clothing,Scarf,Spouse,1225,1,1225,864.95,360.05,29.39,UPI,Online,20,5
P0590,2025-12-17,C119,18-25,Male,Delhi,India,Food & Sweets,Chocolate Hamper,Family,4774,1,4774,3401.87,1372.13,28.74,UPI,Online,20,4
P0591,2025-12-16,C982,18-25,Female,Jaipur,India,Toys,Puzzle Game,Friend,3124,2,6248,2150.36,1947.28,31.17,Card,Online,20,4
P0592,2025-12-18,C272,36-45,Male,Bangalore,India,Home Decor,Wall Candles,Family,1245,1,1245,929.98,315.02,25.3,UPI,Online,10,4
P0593,2025-12-23,C159,36-45,Female,Mumbai,India,Accessories,Perfume,Family,982,2,1964,615.93,732.14,37.28,UPI,Offline,10,4
P0594,2025-12-20,C700,26-35,Female,Ahmedabad,India,Home Decor,Christmas Lights,Spouse,924,1,924,587.61,336.39,36.41,Card,Online,10,3
P0595,2025-12-14,C748,26-35,Male,Hyderabad,India,Clothing,Winter Jacket,Spouse,3834,1,3834,2578.85,1255.15,32.74,Cash,Online,5,5
P0596,2025-12-21,C612,26-35,Male,Pune,India,Accessories,Perfume,Spouse,2995,2,5990,1997.36,1995.28,33.31,UPI,Online,20,4
P0597,2025-12-20,C396,26-35,Male,Delhi,India,Food & Sweets,Plum Cake,Sibling,842,1,842,607.84,234.16,27.81,Card,Offline,15,4
P0598,2025-12-24,C646,18-25,Female,Mumbai,India,Books,Inspirational Book,Sibling,2242,2,4484,1360.5,1763.0,39.32,Cash,Online,5,5
P0599,2025-12-11,C798,36-45,Female,Lucknow,India,Food & Sweets,Plum Cake,Sibling,4038,1,4038,2792.55,1245.45,30.84,Card,Online,10,4
P0600,2025-12-05,C761,18-25,Female,Delhi,India,Electronics,Wireless Earbuds,Self,3190,1,3190,2351.36,838.64,26.29,Cash,Online,15,5
P0601,2025-12-21,C766,18-25,Male,Indore,India,Accessories,Wallet,Sibling,4505,2,9010,3066.64,2876.72,31.93,Cash,Online,10,4
P0602,2025-12-23,C108,18-25,Female,Pune,India,Books,Inspirational Book,Friend,3432,2,6864,2150.42,2563.16,37.34,Card,Online,5,5
P0603,2025-12-20,C740,36-45,Male,Chennai,India,Toys,Remote Car,Sibling,3431,1,3431,2104.9,1326.1,38.65,Card,Online,10,4
P0604,2025-12-21,C505,18-25,Female,Surat,India,Accessories,Wallet,Spouse,2212,1,2212,1392.26,819.74,37.06,Card,Online,20,3
P0605,2025-12-24,C166,26-35,Female,Surat,India,Accessories,Wallet,Friend,1937,1,1937,1333.09,603.91,31.18,Cash,Offline,5,5
P0606,2025-12-15,C102,46-55,Male,Pune,India,Toys,Puzzle Game,Sibling,4865,2,9730,3415.73,2898.54,29.79,Card,Offline,0,5
P0607,2025-12-02,C838,26-35,Male,Hyderabad,India,Food & Sweets,Plum Cake,Sibling,4559,2,9118,3089.13,2939.74,32.24,Cash,Offline,10,3
P0608,2025-12-01,C855,26-35,Female,Mumbai,India,Home Decor,Christmas Lights,Friend,3241,1,3241,2372.46,868.54,26.8,UPI,Online,10,4
P0609,2025-12-01,C706,36-45,Female,Chennai,India,Toys,Puzzle Game,Self,1292,1,1292,868.22,423.78,32.8,Card,Online,10,3
P0610,2025-12-20,C734,46-55,Male,Indore,India,Books,Diary,Sibling,4757,1,4757,3527.47,1229.53,25.85,Cash,Online,0,3
P0611,2025-12-02,C921,46-55,Male,Hyderabad,India,Toys,Remote Car,Spouse,3066,1,3066,2199.54,866.46,28.26,Cash,Offline,0,3
P0612,2025-12-13,C198,46-55,Male,Surat,India,Accessories,Perfume,Spouse,927,2,1854,674.38,505.24,27.25,UPI,Offline,15,4
P0613,2025-12-22,C901,18-25,Female,Ahmedabad,India,Books,Diary,Family,1329,2,2658,927.16,803.68,30.24,Cash,Online,0,3
P0614,2025-12-05,C752,36-45,Female,Jaipur,India,Toys,Puzzle Game,Sibling,1053,1,1053,774.65,278.35,26.43,Cash,Offline,5,3
P0615,2025-12-14,C625,36-45,Female,Surat,India,Electronics,Smart Watch,Spouse,995,1,995,643.52,351.48,35.32,UPI,Online,15,4
P0616,2025-12-17,C700,26-35,Male,Chennai,India,Food & Sweets,Plum Cake,Spouse,2884,2,5768,2150.14,1467.72,25.45,Cash,Online,15,4
P0617,2025-12-22,C587,46-55,Female,Surat,India,Electronics,Smart Watch,Spouse,2148,1,2148,1398.85,749.15,34.88,Card,Offline,15,4
P0618,2025-12-01,C754,26-35,Male,Kolkata,India,Electronics,Smart Watch,Spouse,4221,1,4221,2846.6,1374.4,32.56,UPI,Online,15,5
P0619,2025-12-01,C471,18-25,Male,Pune,India,Books,Diary,Self,3579,1,3579,2362.31,1216.69,34.0,Cash,Online,5,4
P0620,2025-12-07,C302,36-45,Male,Chennai,India,Home Decor,Christmas Lights,Family,3448,1,3448,2573.23,874.77,25.37,Cash,Online,10,5
P0621,2025-12-09,C203,18-25,Male,Jaipur,India,Electronics,Smart Watch,Self,2105,1,2105,1318.6,786.4,37.36,Card,Online,10,4
P0622,2025-12-20,C544,18-25,Male,Bangalore,India,Electronics,Wireless Earbuds,Friend,3550,1,3550,2631.17,918.83,25.88,UPI,Online,20,4
P0623,2025-12-08,C147,26-35,Female,Bangalore,India,Accessories,Handbag,Family,3104,2,6208,2317.28,1573.44,25.35,UPI,Online,10,3
P0624,2025-12-16,C909,18-25,Male,Ahmedabad,India,Books,Inspirational Book,Sibling,4505,1,4505,3194.47,1310.53,29.09,Cash,Offline,15,5
P0625,2025-12-16,C832,46-55,Female,Hyderabad,India,Home Decor,Christmas Lights,Spouse,3136,2,6272,2128.78,2014.44,32.12,Card,Online,5,3
P0626,2025-12-14,C486,26-35,Female,Hyderabad,India,Electronics,Wireless Earbuds,Spouse,2420,2,4840,1531.35,1777.3,36.72,UPI,Online,0,4
P0627,2025-12-15,C624,36-45,Female,Kolkata,India,Home Decor,Decor Tree,Sibling,3380,1,3380,2324.07,1055.93,31.24,Card,Offline,10,4
P0628,2025-12-08,C371,18-25,Female,Mumbai,India,Clothing,Winter Jacket,Family,3632,1,3632,2277.03,1354.97,37.31,Cash,Online,10,3
P0629,2025-12-07,C441,26-35,Female,Hyderabad,India,Toys,Teddy Bear,Family,1084,2,2168,656.62,854.76,39.43,Cash,Offline,5,5
P0630,2025-12-10,C388,36-45,Female,Jaipur,India,Food & Sweets,Chocolate Hamper,Spouse,4949,2,9898,2975.74,3946.52,39.87,Cash,Online,15,5
P0631,2025-12-24,C314,46-55,Male,Ahmedabad,India,Food & Sweets,Chocolate Hamper,Spouse,3756,1,3756,2381.45,1374.55,36.6,Cash,Offline,15,4
P0632,2025-12-23,C527,26-35,Female,Kolkata,India,Books,Novel Set,Spouse,3064,1,3064,2035.47,1028.53,33.57,UPI,Offline,5,5
P0633,2025-12-22,C954,36-45,Female,Chennai,India,Books,Novel Set,Sibling,3003,1,3003,2026.94,976.06,32.5,Card,Offline,20,4
P0634,2025-12-05,C438,46-55,Female,Chennai,India,Clothing,Scarf,Sibling,690,1,690,509.44,180.56,26.17,UPI,Offline,5,4
P0635,2025-12-04,C791,26-35,Male,Lucknow,India,Toys,Remote Car,Spouse,4198,2,8396,2577.51,3240.98,38.6,Card,Online,5,3
P0636,2025-12-22,C636,18-25,Female,Delhi,India,Toys,Remote Car,Family,2825,1,2825,1793.75,1031.25,36.5,Cash,Online,5,4
P0637,2025-12-05,C649,46-55,Female,Lucknow,India,Books,Diary,Self,3703,1,3703,2771.47,931.53,25.16,Card,Online,5,3
P0638,2025-12-10,C701,26-35,Female,Hyderabad,India,Clothing,Winter Jacket,Friend,4389,1,4389,3030.85,1358.15,30.94,UPI,Online,15,3
P0639,2025-12-16,C571,46-55,Male,Lucknow,India,Books,Diary,Self,2522,2,5044,1857.57,1328.86,26.35,Card,Offline,10,5
P0640,2025-12-06,C525,26-35,Male,Surat,India,Books,Inspirational Book,Sibling,2936,2,5872,2031.58,1808.84,30.8,Card,Offline,5,5
P0641,2025-12-06,C380,36-45,Male,Lucknow,India,Food & Sweets,Chocolate Hamper,Friend,3723,1,3723,2367.66,1355.34,36.4,Card,Offline,20,3
P0642,2025-12-06,C358,26-35,Male,Kolkata,India,Clothing,Sweater,Self,1361,2,2722,900.32,921.36,33.85,UPI,Offline,15,4
P0643,2025-12-09,C217,26-35,Female,Indore,India,Accessories,Handbag,Sibling,2092,2,4184,1267.05,1649.9,39.43,Card,Offline,0,3
P0644,2025-12-09,C961,26-35,Male,Delhi,India,Food & Sweets,Dry Fruits Box,Spouse,2484,2,4968,1542.66,1882.68,37.9,UPI,Online,10,3
P0645,2025-12-01,C793,36-45,Male,Kolkata,India,Food & Sweets,Dry Fruits Box,Family,3701,1,3701,2263.67,1437.33,38.84,UPI,Online,0,5
P0646,2025-12-17,C756,18-25,Female,Lucknow,India,Food & Sweets,Chocolate Hamper,Family,4121,1,4121,2989.68,1131.32,27.45,Card,Online,20,3
P0647,2025-12-08,C304,18-25,Male,Jaipur,India,Toys,Remote Car,Self,2152,1,2152,1412.14,739.86,34.38,UPI,Offline,5,5
P0648,2025-12-22,C271,26-35,Male,Jaipur,India,Accessories,Perfume,Spouse,2306,1,2306,1659.26,646.74,28.05,UPI,Offline,10,5
P0649,2025-12-04,C337,26-35,Male,Pune,India,Accessories,Perfume,Family,2196,2,4392,1626.88,1138.24,25.92,UPI,Online,15,5
P0650,2025-12-03,C773,36-45,Female,Delhi,India,Clothing,Sweater,Self,3688,1,3688,2466.59,1221.41,33.12,UPI,Offline,10,5
P0651,2025-12-04,C714,36-45,Female,Indore,India,Home Decor,Christmas Lights,Friend,4892,1,4892,3120.07,1771.93,36.22,Card,Online,10,5
P0652,2025-12-19,C559,46-55,Male,Ahmedabad,India,Home Decor,Christmas Lights,Spouse,3245,1,3245,2243.2,1001.8,30.87,Cash,Online,5,3
P0653,2025-12-08,C734,18-25,Male,Bangalore,India,Food & Sweets,Chocolate Hamper,Family,3030,1,3030,2153.38,876.62,28.93,Card,Offline,5,3
P0654,2025-12-20,C554,36-45,Male,Hyderabad,India,Home Decor,Christmas Lights,Family,810,1,810,598.19,211.81,26.15,Cash,Online,20,4
P0655,2025-12-11,C450,26-35,Male,Ahmedabad,India,Accessories,Handbag,Self,694,1,694,504.57,189.43,27.3,Cash,Online,5,5
P0656,2025-12-21,C106,18-25,Female,Mumbai,India,Books,Diary,Friend,4771,2,9542,2993.95,3554.1,37.25,UPI,Online,5,3
P0657,2025-12-03,C536,46-55,Female,Bangalore,India,Toys,Teddy Bear,Friend,4996,1,4996,3174.69,1821.31,36.46,UPI,Offline,5,5
P0658,2025-12-07,C378,46-55,Male,Pune,India,Electronics,Wireless Earbuds,Sibling,2837,2,5674,2114.02,1445.96,25.48,Card,Online,15,4
P0659,2025-12-16,C120,46-55,Female,Mumbai,India,Home Decor,Decor Tree,Family,4050,1,4050,2927.91,1122.09,27.71,Cash,Online,20,5
P0660,2025-12-10,C484,46-55,Male,Pune,India,Electronics,Wireless Earbuds,Friend,3616,2,7232,2335.49,2561.02,35.41,Cash,Offline,5,3
P0661,2025-12-14,C504,36-45,Female,Kolkata,India,Electronics,Smart Watch,Family,605,2,1210,407.6,394.8,32.63,Cash,Online,15,3
P0662,2025-12-09,C889,36-45,Female,Indore,India,Toys,Remote Car,Family,1830,1,1830,1307.43,522.57,28.56,Cash,Online,15,4
P0663,2025-12-12,C746,18-25,Male,Hyderabad,India,Accessories,Perfume,Spouse,2485,2,4970,1503.86,1962.28,39.48,Card,Online,10,3
P0664,2025-12-03,C759,46-55,Female,Lucknow,India,Food & Sweets,Dry Fruits Box,Spouse,1822,1,1822,1125.1,696.9,38.25,UPI,Online,15,3
P0665,2025-12-18,C774,46-55,Female,Lucknow,India,Books,Diary,Sibling,2571,2,5142,1735.67,1670.66,32.49,Cash,Online,0,5
P0666,2025-12-24,C507,36-45,Male,Bangalore,India,Food & Sweets,Plum Cake,Sibling,1669,2,3338,1188.84,960.32,28.77,UPI,Online,0,5
P0667,2025-12-06,C280,36-45,Male,Lucknow,India,Home Decor,Decor Tree,Friend,3914,2,7828,2778.77,2270.46,29.0,UPI,Offline,5,5
P0668,2025-12-24,C287,26-35,Female,Jaipur,India,Toys,Remote Car,Sibling,2241,1,2241,1412.15,828.85,36.99,Cash,Online,5,3
P0669,2025-12-11,C130,26-35,Female,Kolkata,India,Clothing,Sweater,Self,3594,1,3594,2305.6,1288.4,35.85,UPI,Online,10,3
P0670,2025-12-01,C484,36-45,Female,Kolkata,India,Accessories,Wallet,Family,842,1,842,531.86,310.14,36.83,Cash,Offline,10,4
P0671,2025-12-22,C508,46-55,Male,Pune,India,Accessories,Handbag,Family,3082,1,3082,2284.22,797.78,25.89,UPI,Online,15,5
P0672,2025-12-17,C386,26-35,Female,Kolkata,India,Home Decor,Decor Tree,Spouse,1637,1,1637,1130.0,507.0,30.97,Cash,Offline,20,4
P0673,2025-12-12,C994,18-25,Female,Indore,India,Accessories,Perfume,Sibling,525,2,1050,316.31,417.38,39.75,UPI,Offline,15,5
P0674,2025-12-16,C774,18-25,Female,Hyderabad,India,Food & Sweets,Chocolate Hamper,Spouse,3353,2,6706,2484.11,1737.78,25.91,UPI,Online,20,5
P0675,2025-12-03,C408,46-55,Male,Kolkata,India,Books,Inspirational Book,Self,4633,1,4633,2868.66,1764.34,38.08,Card,Online,5,3
P0676,2025-12-23,C129,26-35,Female,Jaipur,India,Electronics,Bluetooth Speaker,Family,1232,1,1232,819.57,412.43,33.48,UPI,Offline,15,5
P0677,2025-12-23,C440,26-35,Male,Indore,India,Toys,Puzzle Game,Family,1612,2,3224,989.07,1245.86,38.64,Card,Offline,20,4
P0678,2025-12-03,C214,18-25,Female,Lucknow,India,Books,Novel Set,Spouse,2331,2,4662,1439.05,1783.9,38.26,UPI,Online,20,4
P0679,2025-12-19,C648,26-35,Female,Jaipur,India,Electronics,Wireless Earbuds,Family,3614,1,3614,2336.88,1277.12,35.34,Card,Online,20,5
P0680,2025-12-18,C972,46-55,Female,Bangalore,India,Food & Sweets,Dry Fruits Box,Family,2319,1,2319,1528.91,790.09,34.07,UPI,Offline,15,3
P0681,2025-12-10,C614,18-25,Female,Lucknow,India,Food & Sweets,Plum Cake,Spouse,1694,1,1694,1168.58,525.42,31.02,Card,Online,15,4
P0682,2025-12-23,C315,26-35,Male,Bangalore,India,Accessories,Handbag,Sibling,981,2,1962,611.07,739.86,37.71,Cash,Offline,10,5
P0683,2025-12-22,C584,36-45,Female,Jaipur,India,Books,Novel Set,Self,676,2,1352,439.81,472.38,34.94,Cash,Offline,10,5
P0684,2025-12-11,C870,18-25,Female,Kolkata,India,Electronics,Bluetooth Speaker,Friend,4989,2,9978,3066.23,3845.54,38.54,Cash,Online,15,5
P0685,2025-12-24,C300,18-25,Female,Lucknow,India,Home Decor,Wall Candles,Spouse,1686,1,1686,1066.77,619.23,36.73,UPI,Online,15,4
P0686,2025-12-16,C283,18-25,Male,Ahmedabad,India,Accessories,Perfume,Family,961,1,961,627.86,333.14,34.67,Cash,Offline,5,5
P0687,2025-12-13,C600,36-45,Male,Indore,India,Accessories,Handbag,Sibling,2507,1,2507,1548.88,958.12,38.22,Cash,Online,15,5
P0688,2025-12-04,C184,18-25,Female,Indore,India,Home Decor,Wall Candles,Spouse,4146,2,8292,2494.82,3302.36,39.83,UPI,Online,20,5
P0689,2025-12-06,C493,46-55,Female,Hyderabad,India,Food & Sweets,Plum Cake,Spouse,2742,1,2742,1971.91,770.09,28.08,UPI,Online,10,3
P0690,2025-12-01,C503,46-55,Male,Ahmedabad,India,Accessories,Wallet,Spouse,2014,2,4028,1453.97,1120.06,27.81,Cash,Online,5,5
P0691,2025-12-11,C225,18-25,Male,Surat,India,Toys,Teddy Bear,Friend,1974,1,1974,1348.65,625.35,31.68,Cash,Online,0,5
P0692,2025-12-12,C657,26-35,Female,Indore,India,Clothing,Sweater,Self,1193,1,1193,806.38,386.62,32.41,UPI,Offline,0,5
P0693,2025-12-16,C811,36-45,Female,Surat,India,Books,Diary,Spouse,4875,2,9750,3027.27,3695.46,37.9,Cash,Online,0,5
P0694,2025-12-10,C976,26-35,Male,Surat,India,Books,Novel Set,Spouse,2442,1,2442,1534.09,907.91,37.18,UPI,Offline,10,3
P0695,2025-12-09,C490,26-35,Female,Kolkata,India,Accessories,Wallet,Self,3957,1,3957,2700.56,1256.44,31.75,Card,Offline,5,5
P0696,2025-12-19,C773,26-35,Female,Bangalore,India,Electronics,Smart Watch,Family,2706,1,2706,1913.59,792.41,29.28,Card,Offline,0,5
P0697,2025-12-22,C661,46-55,Male,Pune,India,Electronics,Smart Watch,Self,2712,1,2712,1843.4,868.6,32.03,Card,Offline,10,3
P0698,2025-12-08,C487,18-25,Male,Bangalore,India,Books,Novel Set,Spouse,2741,1,2741,1684.87,1056.13,38.53,Cash,Offline,20,4
P0699,2025-12-20,C201,18-25,Male,Pune,India,Toys,Puzzle Game,Sibling,3358,2,6716,2292.61,2130.78,31.73,UPI,Offline,20,5
P0700,2025-12-22,C625,26-35,Male,Bangalore,India,Food & Sweets,Plum Cake,Sibling,4406,1,4406,2814.81,1591.19,36.11,Cash,Offline,0,5
P0701,2025-12-06,C549,36-45,Female,Ahmedabad,India,Accessories,Handbag,Family,2540,2,5080,1793.29,1493.42,29.4,Card,Offline,20,5
P0702,2025-12-14,C889,36-45,Male,Indore,India,Books,Novel Set,Self,3000,1,3000,2226.35,773.65,25.79,UPI,Online,0,3
P0703,2025-12-16,C927,18-25,Female,Indore,India,Food & Sweets,Chocolate Hamper,Spouse,1192,2,2384,814.28,755.44,31.69,Cash,Online,15,4
P0704,2025-12-20,C294,18-25,Female,Lucknow,India,Food & Sweets,Dry Fruits Box,Spouse,4861,1,4861,3212.25,1648.75,33.92,Cash,Offline,5,5
P0705,2025-12-22,C882,26-35,Male,Mumbai,India,Accessories,Wallet,Family,846,2,1692,630.01,431.98,25.53,UPI,Offline,0,4
P0706,2025-12-11,C795,26-35,Male,Hyderabad,India,Home Decor,Wall Candles,Family,1896,2,3792,1413.39,965.22,25.45,Card,Offline,10,3
P0707,2025-12-21,C627,18-25,Female,Surat,India,Toys,Puzzle Game,Sibling,3724,1,3724,2750.02,973.98,26.15,UPI,Offline,0,5
P0708,2025-12-12,C839,26-35,Female,Pune,India,Home Decor,Wall Candles,Self,2944,2,5888,1813.72,2260.56,38.39,UPI,Offline,15,3
P0709,2025-12-16,C107,26-35,Female,Chennai,India,Toys,Puzzle Game,Sibling,4713,1,4713,3118.16,1594.84,33.84,Card,Offline,10,4
P0710,2025-12-15,C772,46-55,Male,Bangalore,India,Home Decor,Christmas Lights,Family,4894,2,9788,3016.19,3755.62,38.37,Cash,Offline,0,4
P0711,2025-12-02,C236,46-55,Female,Lucknow,India,Books,Inspirational Book,Family,2125,1,2125,1335.42,789.58,37.16,UPI,Online,5,4
P0712,2025-12-16,C919,26-35,Female,Jaipur,India,Accessories,Handbag,Spouse,1473,2,2946,991.86,962.28,32.66,Cash,Offline,5,3
P0713,2025-12-01,C885,26-35,Male,Indore,India,Toys,Teddy Bear,Family,1533,1,1533,998.93,534.07,34.84,Card,Online,15,4
